,State,premature_deathYears_of_Potential_Life_Lost_Rate,adult_smoking_% Smokers,excessive_drinking_% Excessive Drinking,food_environment_index_Food Environment Index,uninsured_% Uninsured,unemployed_% Unemployed,nr of FFchains,poor_physical_health_days_Average Number of Physically Unhealthy Days,poor_mental_health_days_Average Number of Mentally Unhealthy Days,per_gop,is_obese
1575,Missouri,12941.0,29,16,7.1,15.0,4,0.0,5.6,5.4,0.7436921783010934,True
1576,Missouri,6721.0,23,21,8.4,15.0,3,0.0,4.5,4.8,0.802570909598994,True
1577,Missouri,7518.0,25,20,7.7,13.0,4,0.0,4.7,4.9,0.775596698639304,True
1578,Missouri,10631.0,26,19,7.7,14.0,3,0.0,5.0,5.2,0.7735620235620235,False
1579,Missouri,9500.0,28,18,7.5,19.0,4,1.0,5.4,5.4,0.784441867819121,False
1580,Missouri,12169.0,28,16,7.0,14.0,4,0.0,5.7,5.4,0.7513103448275862,True
1581,Missouri,8871.0,23,19,7.9,16.0,3,2.0,4.7,5.1,0.7787361380038725,False
1582,Missouri,5632.0,22,19,6.0,12.0,3,0.0,4.7,4.8,0.6939249974729607,True
1583,Missouri,10609.0,28,18,6.5,15.0,3,0.0,5.5,5.4,0.8117746359991559,False
1584,Missouri,7268.0,21,21,8.8,11.0,2,0.0,4.2,4.5,0.8522350444356015,False
1585,Missouri,10447.0,29,17,4.7,18.0,5,0.0,5.6,5.5,0.8355263157894737,False
1586,Missouri,13952.0,28,15,6.2,13.0,5,2.0,6.0,5.7,0.7183958151700087,True
1587,Missouri,6837.0,23,20,8.4,11.0,2,4.0,4.6,4.8,0.8105218587911507,True
1588,Missouri,7394.0,24,18,7.4,17.0,3,8.0,4.8,4.9,0.7254542598313871,True
1589,Missouri,9440.0,22,18,7.2,15.0,3,6.0,4.7,4.8,0.6888798037612428,True
1590,Missouri,8770.0,24,19,7.4,13.0,3,0.0,4.6,4.8,0.7619233268356075,True
1591,Missouri,5890.0,16,20,8.3,7.0,2,4.0,3.4,3.9,0.5049240440020953,False
1592,Missouri,7761.0,24,19,7.9,14.0,3,6.0,4.8,4.9,0.7866436537440255,True
1593,Missouri,8041.0,21,19,6.6,11.0,4,6.0,4.4,4.4,0.7165949771055918,True
1594,Missouri,9786.0,24,19,6.8,14.0,3,0.0,4.8,4.9,0.8403218975010589,False
1595,Missouri,5701.0,23,20,8.4,12.0,3,0.0,4.6,4.8,0.7764040974920523,False
1596,Missouri,9446.0,24,20,7.5,12.0,3,0.0,4.8,5.0,0.746276991809382,True
1597,Missouri,8811.0,23,20,7.7,13.0,3,0.0,4.6,4.8,0.7163705039059147,False
1598,Missouri,11056.0,28,20,5.8,15.0,3,0.0,5.2,5.3,0.8286840509399637,False
1599,Missouri,13705.0,29,18,5.8,16.0,5,0.0,5.7,5.7,0.8464229490991779,True
1600,Missouri,5915.0,17,24,8.8,6.0,2,0.0,3.6,4.2,0.578284545778026,False
1601,Missouri,6759.0,26,20,7.3,16.0,4,0.0,5.0,5.2,0.7905106554081223,True
1602,Missouri,6346.0,23,20,7.7,11.0,2,1.0,4.7,4.9,0.6990721214677351,False
1603,Missouri,9978.0,26,19,7.3,11.0,3,5.0,4.9,5.1,0.7325095532302418,True
1604,Missouri,8211.0,16,21,8.1,8.0,3,34.0,3.4,4.3,0.3718789962083788,False
1605,Missouri,7747.0,24,17,7.1,13.0,3,2.0,4.9,4.9,0.6776972371047378,True
1606,Missouri,6395.0,26,19,4.7,15.0,4,0.0,4.9,5.2,0.8017973040439341,True
1607,Missouri,6919.0,28,19,7.9,22.0,3,0.0,5.4,5.4,0.7862903225806451,False
1608,Missouri,9790.0,26,17,6.6,12.0,3,1.0,5.1,5.1,0.7770754557254924,True
1609,Missouri,11528.0,29,17,6.1,17.0,5,0.0,5.5,5.6,0.8102918586789555,False
1610,Missouri,9200.0,24,19,6.5,15.0,3,0.0,4.7,5.0,0.8059701492537313,False
1611,Missouri,8938.0,26,18,7.4,14.0,4,1.0,5.4,5.1,0.8553552807984508,True
1612,Missouri,10465.0,24,20,8.1,15.0,5,0.0,4.7,5.0,0.8007358112860467,False
1613,Missouri,10129.0,24,18,7.3,14.0,3,0.0,5.0,4.9,0.7988668555240793,False
1614,Missouri,9230.0,23,17,6.3,17.0,5,5.0,4.8,4.9,0.7801278149726111,False
1615,Missouri,8581.0,27,17,6.7,16.0,4,0.0,5.4,5.3,0.8376491383119753,True
1616,Missouri,9827.0,24,19,6.9,14.0,3,0.0,4.8,5.0,0.778987479586282,False
1617,Missouri,8245.0,23,21,8.3,10.0,2,3.0,4.5,4.7,0.7195646258503401,False
1618,Missouri,11773.0,28,18,6.7,13.0,4,0.0,5.4,5.4,0.806635926222935,False
1619,Missouri,11167.0,31,18,5.4,16.0,4,0.0,5.7,5.5,0.8484178291936033,True
1620,Missouri,7883.0,26,19,7.8,15.0,3,0.0,4.9,5.2,0.7923744608339102,True
1622,Missouri,12039.0,29,17,6.8,18.0,5,0.0,5.7,5.5,0.8528435747797231,False
1625,Montana,4366.0,19,23,8.0,12.0,2,0.0,3.6,4.1,0.6929871047518106,False
1626,Montana,21306.0,29,19,5.3,16.0,7,0.0,5.2,5.1,0.4613294314381271,True
1627,Montana,14865.0,28,20,5.6,16.0,3,0.0,5.0,5.2,0.4712864934231633,True
1629,Montana,6430.0,18,24,8.1,12.0,3,0.0,3.3,4.0,0.6292071539219828,False
1631,Montana,7520.0,21,22,7.9,9.0,3,3.0,4.1,4.4,0.5845555973423593,False
1632,Montana,6008.0,22,22,5.5,16.0,2,0.0,4.2,4.6,0.6358439811701412,False
1633,Montana,6913.0,19,25,7.1,9.0,2,1.0,3.6,4.1,0.7147713751487337,False
1635,Montana,5170.0,19,23,8.3,8.0,2,0.0,3.5,4.1,0.77692784783957,True
1636,Montana,8661.0,24,22,7.7,10.0,3,0.0,4.3,4.6,0.446943365364956,False
1638,Montana,6337.0,20,22,7.9,13.0,3,0.0,3.6,4.0,0.7455213596692697,True
1639,Montana,6036.0,19,22,8.5,10.0,4,0.0,3.4,4.0,0.6359487536924557,False
1640,Montana,4058.0,15,26,9.0,9.0,2,0.0,3.3,3.9,0.4432573034807781,False
1642,Montana,16411.0,34,19,6.2,18.0,7,1.0,5.9,5.9,0.3341017910977124,True
1645,Montana,7826.0,24,25,6.7,12.0,3,0.0,4.8,4.9,0.5509607351712615,True
1646,Montana,7437.0,17,23,9.1,9.0,3,0.0,3.3,3.8,0.6525454767427664,False
1648,Montana,10290.0,23,23,8.1,16.0,4,0.0,4.6,4.9,0.5606880789125466,False
1649,Montana,6608.0,17,20,8.4,8.0,3,4.0,3.6,4.1,0.5039190302459692,False
1651,Montana,6802.0,22,20,7.3,13.0,7,0.0,4.5,4.5,0.7382310377117562,False
1653,Montana,5145.0,18,24,8.1,13.0,3,0.0,3.3,3.9,0.6855880909537052,False
1656,Montana,5896.0,17,23,8.2,9.0,3,5.0,3.5,4.2,0.3660017225571639,False
1658,Montana,6794.0,19,25,7.9,10.0,3,1.0,3.4,4.2,0.5185918402478912,False
1661,Montana,7601.0,22,24,6.4,13.0,3,0.0,4.0,4.4,0.6781302170283806,False
1663,Montana,7377.0,23,25,8.0,11.0,3,1.0,4.0,4.1,0.7370892018779343,False
1665,Montana,6578.0,20,22,8.3,14.0,4,1.0,4.0,4.2,0.6705019819693409,False
1666,Montana,8188.0,19,24,8.4,10.0,2,0.0,3.5,4.1,0.8278716798896171,True
1667,Montana,20973.0,31,21,5.1,20.0,4,0.0,5.6,5.2,0.4955312810327706,True
1668,Montana,16337.0,25,23,7.3,13.0,5,0.0,4.6,4.9,0.6569767441860465,True
1669,Montana,8941.0,25,22,6.0,16.0,5,0.0,4.5,4.7,0.7396759017250392,False
1671,Montana,8351.0,22,22,7.9,9.0,3,0.0,4.1,4.4,0.4113772773144951,False
1672,Montana,4169.0,18,23,8.9,8.0,3,0.0,3.4,3.9,0.7772165128026476,False
1674,Montana,8106.0,20,22,7.6,13.0,3,0.0,3.7,4.5,0.7058186738836265,False
1675,Montana,8298.0,24,23,7.4,12.0,2,0.0,4.4,4.6,0.7517663683466792,False
1677,Montana,8790.0,21,22,7.8,10.0,3,1.0,3.9,4.1,0.7338483146067416,True
1680,Montana,7279.0,19,23,8.5,8.0,3,7.0,3.8,4.3,0.6057193304780425,False
1682,Nebraska,7235.0,17,23,7.4,9.0,3,8.0,3.5,3.9,0.6882549648536136,True
1683,Nebraska,5261.0,18,23,7.7,11.0,2,0.0,3.4,4.0,0.8632430923806865,True
1688,Nebraska,7545.0,18,21,7.4,9.0,3,0.0,3.6,3.9,0.7696153846153846,True
1691,Nebraska,5192.0,15,23,7.8,9.0,2,0.0,3.2,3.6,0.7017839821180043,True
1692,Nebraska,7549.0,19,21,8.2,12.0,3,0.0,3.7,4.0,0.6900240706071142,True
1693,Nebraska,6729.0,18,24,8.3,8.0,2,0.0,3.3,3.8,0.783975210270031,True
1694,Nebraska,5340.0,17,26,8.5,7.0,3,0.0,3.2,3.5,0.6603810518073862,True
1695,Nebraska,6159.0,16,25,8.4,10.0,2,0.0,3.0,3.3,0.8323030907278165,True
1697,Nebraska,7508.0,19,21,7.0,15.0,2,0.0,3.5,3.5,0.8699908228816152,False
1698,Nebraska,6778.0,16,25,7.9,6.0,3,2.0,3.2,3.7,0.7983668341708543,True
1699,Nebraska,7089.0,18,23,7.1,10.0,3,0.0,3.7,3.8,0.7977591036414566,True
1700,Nebraska,6427.0,18,21,8.4,16.0,2,0.0,3.6,3.5,0.7074610842726785,True
1701,Nebraska,5362.0,16,25,8.7,11.0,2,0.0,3.3,3.5,0.7864992150706437,True
1702,Nebraska,5364.0,18,22,6.9,11.0,2,0.0,3.2,3.5,0.8469217970049917,True
1703,Nebraska,5634.0,17,18,7.8,15.0,3,2.0,3.5,3.4,0.5759131582807686,True
1704,Nebraska,7005.0,16,24,7.6,10.0,2,1.0,3.1,3.7,0.706094916887497,False
1705,Nebraska,6032.0,18,21,7.5,15.0,3,1.0,3.3,3.6,0.7098248286367098,True
1707,Nebraska,5042.0,17,24,7.6,10.0,3,0.0,3.2,3.5,0.7546864899806076,True
1708,Nebraska,7717.0,19,23,7.5,10.0,2,2.0,3.7,4.1,0.6484827016176644,True
1709,Nebraska,6494.0,18,24,8.1,10.0,3,15.0,3.5,3.9,0.4308924567874448,False
1715,Nebraska,8047.0,19,23,7.6,9.0,3,4.0,3.5,3.9,0.6695746020325569,True
1721,Nebraska,7094.0,16,21,7.4,12.0,3,1.0,3.5,3.8,0.6621267893660532,True
1722,Nebraska,4000.0,16,24,8.7,7.0,3,0.0,2.7,3.5,0.7741645706072584,True
1726,Nebraska,5413.0,17,22,7.8,11.0,2,1.0,3.2,3.5,0.8592792792792793,True
1728,Nebraska,6510.0,17,24,8.0,9.0,3,0.0,3.2,3.4,0.7935061236115067,True
1729,Nebraska,5127.0,19,22,7.7,9.0,2,1.0,3.6,4.0,0.7013404825737265,True
1730,Nebraska,7619.0,19,24,7.7,10.0,3,0.0,3.4,3.7,0.6798029556650246,True
1731,Nebraska,6055.0,17,23,8.4,7.0,2,0.0,3.1,3.7,0.7802045894387614,True
1732,Nebraska,8249.0,18,24,7.8,10.0,3,1.0,3.5,3.8,0.8111696040283818,False
1734,Nebraska,13003.0,20,22,8.1,12.0,3,0.0,3.8,4.1,0.8327117741076185,True
1735,Nebraska,6326.0,17,23,8.1,12.0,3,0.0,3.3,3.5,0.79035683942226,True
1736,Nebraska,5474.0,16,25,8.2,8.0,2,12.0,3.2,3.8,0.445835321057151,False
1737,Nebraska,6804.0,18,23,7.6,8.0,3,3.0,3.3,3.8,0.7615801433315854,True
1741,Nebraska,6903.0,17,22,7.7,11.0,2,4.0,3.5,3.7,0.7547885454200645,True
1742,Nebraska,6742.0,18,25,7.3,9.0,3,0.0,3.4,3.8,0.7984586641756188,True
1745,Nebraska,7440.0,18,23,8.3,7.0,3,2.0,3.4,3.6,0.7074592074592074,True
1747,Nebraska,5104.0,17,23,8.1,8.0,3,5.0,3.4,3.6,0.6761220825852783,True
1750,Nebraska,5329.0,16,23,8.3,8.0,2,4.0,3.2,3.7,0.8279227245568612,True
1751,Nebraska,6291.0,17,24,7.2,8.0,2,0.0,3.1,3.5,0.8629112662013958,False
1752,Nebraska,5574.0,15,23,8.4,11.0,2,0.0,3.1,3.4,0.7751415304369951,True
1754,Nebraska,6161.0,18,22,7.2,8.0,2,2.0,3.6,4.1,0.8272394881170019,True
1755,Nebraska,7997.0,20,22,7.2,9.0,3,0.0,3.7,4.0,0.743347847121432,True
1757,Nebraska,6196.0,18,23,8.0,13.0,3,2.0,3.4,3.9,0.6282006920415225,True
1758,Nebraska,4742.0,14,22,8.6,6.0,2,10.0,2.9,3.1,0.5403615647708253,True
1759,Nebraska,5182.0,17,25,8.3,7.0,2,0.0,3.2,3.7,0.7123416236508682,True
1760,Nebraska,8154.0,18,18,8.1,11.0,3,3.0,4.0,4.2,0.7054882762174697,True
1761,Nebraska,5430.0,16,22,8.6,6.0,2,1.0,3.1,3.6,0.7055114686378954,True
1762,Nebraska,9519.0,19,22,6.7,16.0,2,0.0,3.8,4.2,0.8539493293591655,False
1766,Nebraska,8288.0,17,24,8.0,10.0,2,0.0,3.2,3.7,0.7721646035463365,False
1768,Nebraska,16542.0,27,23,6.5,15.0,4,0.0,5.1,5.1,0.4960067255149222,True
1770,Nebraska,4412.0,15,26,8.6,6.0,2,0.0,2.8,3.2,0.6884575278735863,True
1771,Nebraska,3524.0,16,26,8.5,7.0,2,2.0,2.9,3.5,0.7242769084874348,True
1774,Nebraska,6257.0,16,23,8.1,7.0,2,0.0,3.0,3.6,0.7452869710934227,True
1776,Nevada,9704.0,20,22,7.5,14.0,3,6.0,4.5,4.6,0.7270752521334368,False
1777,Nevada,7029.0,18,17,7.9,13.0,4,83.0,4.4,4.2,0.4431111248213386,False
1778,Nevada,6601.0,17,23,7.5,12.0,3,2.0,4.1,4.2,0.6338461538461538,False
1779,Nevada,7305.0,22,21,8.1,12.0,3,10.0,4.6,4.8,0.7620976919925343,False
1782,Nevada,8270.0,21,24,8.1,16.0,2,4.0,4.4,4.6,0.7562733238965385,False
1783,Nevada,9392.0,22,21,8.4,12.0,3,0.0,4.8,4.8,0.7949367088607595,False
1784,Nevada,4391.0,21,23,5.5,12.0,4,0.0,4.4,4.6,0.8450531479967294,False
1785,Nevada,7921.0,21,20,7.5,13.0,4,0.0,5.0,5.0,0.6916462729016469,True
1786,Nevada,12789.0,24,19,4.4,12.0,4,0.0,5.6,5.4,0.6094218415417559,True
1787,Nevada,10993.0,24,20,5.8,13.0,5,6.0,5.0,4.7,0.6906769642997872,True
1788,Nevada,6326.0,21,21,7.9,14.0,4,0.0,4.7,4.4,0.7461206896551724,True
1790,Nevada,6771.0,17,22,7.9,13.0,3,18.0,4.3,4.9,0.4630723957135265,False
1791,Nevada,8144.0,21,21,7.3,11.0,3,0.0,4.6,4.5,0.7788967727168689,False
1792,Nevada,9563.0,20,19,7.5,14.0,3,0.0,4.8,4.7,0.5418137798849995,False
1794,New Hampshire,7980.0,17,21,8.6,8.0,2,0.0,3.6,4.4,0.5434946558135906,False
1795,New Hampshire,7676.0,17,22,8.9,10.0,2,0.0,3.7,4.3,0.4853931233469584,False
1796,New Hampshire,7063.0,17,22,8.7,8.0,2,0.0,3.6,4.5,0.4047414378138714,False
1797,New Hampshire,7594.0,20,20,7.9,9.0,3,0.0,4.2,5.0,0.5213576960309777,True
1798,New Hampshire,5624.0,16,22,8.5,8.0,2,0.0,3.5,4.4,0.3686862138583786,False
1799,New Hampshire,6609.0,16,19,8.6,7.0,2,0.0,3.4,4.2,0.452843663434903,False
1800,New Hampshire,6319.0,17,21,8.7,7.0,2,0.0,3.3,4.4,0.441788022739662,False
1801,New Hampshire,5398.0,14,23,8.9,6.0,2,0.0,3.5,4.1,0.4818365059338604,False
1802,New Hampshire,7096.0,17,21,8.6,7.0,2,0.0,3.7,4.4,0.4135279198144556,False
1803,New Hampshire,6080.0,18,19,8.5,8.0,2,0.0,4.2,4.7,0.4719681745478407,True
1805,New Jersey,8908.0,18,17,7.8,10.0,5,0.0,4.3,4.7,0.4588261262736665,True
1806,New Jersey,3893.0,13,18,9.5,9.0,2,0.0,3.3,4.0,0.4109214811241105,False
1807,New Jersey,6543.0,16,20,8.8,5.0,3,0.0,4.0,4.5,0.393470397867885,False
1808,New Jersey,8675.0,18,17,8.4,8.0,4,0.0,4.2,4.6,0.3245757702400988,True
1809,New Jersey,9076.0,18,21,7.7,8.0,7,0.0,4.2,4.5,0.5723508190495917,False
1810,New Jersey,10298.0,23,18,7.5,11.0,5,0.0,5.3,4.9,0.4626767878545745,True
1811,New Jersey,7139.0,16,17,8.2,12.0,4,0.0,4.3,4.4,0.2185710851956642,False
1812,New Jersey,7829.0,17,19,8.5,5.0,3,0.0,3.9,4.5,0.480475979083671,True
1813,New Jersey,4971.0,15,18,8.7,13.0,3,0.0,4.1,4.3,0.2623114454319686,False
1814,New Jersey,4544.0,13,21,9.6,4.0,2,0.0,3.4,4.0,0.5096429794621662,False
1815,New Jersey,6182.0,15,16,8.7,9.0,3,0.0,3.8,4.3,0.2913899437431936,False
1816,New Jersey,4910.0,13,16,9.0,8.0,3,0.0,3.7,3.8,0.381873981878773,False
1817,New Jersey,5633.0,15,20,9.0,7.0,3,0.0,3.6,4.2,0.5069055736145247,False
1818,New Jersey,4044.0,12,20,9.5,5.0,2,0.0,3.4,3.9,0.4690130501101632,False
1819,New Jersey,6778.0,18,19,8.3,8.0,3,0.0,4.1,4.8,0.6352809369037129,False
1820,New Jersey,6000.0,16,17,8.6,13.0,4,0.0,4.7,4.6,0.4101502251147862,False
1821,New Jersey,10268.0,20,18,8.3,7.0,4,0.0,4.4,4.9,0.5530521120968216,True
1822,New Jersey,4377.0,12,21,9.6,5.0,3,0.0,3.3,3.7,0.3852298933603009,False
1823,New Jersey,6557.0,15,21,9.1,6.0,3,0.0,3.6,4.6,0.5851367258239768,False
1824,New Jersey,5295.0,15,17,9.1,11.0,3,0.0,4.0,4.4,0.3149176707696789,False
1825,New Jersey,6272.0,17,21,8.7,7.0,3,0.0,3.9,4.6,0.5694514961429484,False
1827,New Mexico,8398.0,15,16,7.6,11.0,4,35.0,4.1,4.6,0.3656758714065304,False
1829,New Mexico,10141.0,20,19,6.8,12.0,4,10.0,4.7,4.6,0.6975894488259146,True
1830,New Mexico,11182.0,25,16,5.0,12.0,6,3.0,5.7,5.5,0.4464787150398742,True
1831,New Mexico,10243.0,18,16,4.9,9.0,4,1.0,4.6,4.5,0.543716755319149,False
1832,New Mexico,8939.0,19,16,6.5,11.0,4,1.0,4.7,4.5,0.691609827163764,False
1835,New Mexico,11040.0,18,18,7.4,9.0,3,8.0,4.0,4.3,0.7516148479889759,True
1836,New Mexico,9581.0,17,19,6.5,8.0,4,7.0,3.9,4.2,0.4539660547280914,False
1837,New Mexico,11099.0,16,18,6.6,7.0,5,0.0,4.3,4.0,0.4189127455459114,True
1839,New Mexico,8372.0,19,16,6.1,10.0,4,0.0,4.9,4.8,0.5673758865248227,False
1840,New Mexico,9828.0,19,16,8.1,13.0,3,4.0,4.6,4.2,0.7902763170475189,True
1841,New Mexico,10234.0,18,19,6.4,12.0,4,4.0,4.1,4.4,0.6735882010479333,False
1842,New Mexico,4619.0,10,19,8.8,2.0,3,1.0,2.7,3.2,0.348002928495892,False
1843,New Mexico,9536.0,21,15,5.0,12.0,12,3.0,5.2,4.9,0.543996050845366,True
1844,New Mexico,16913.0,28,14,2.8,16.0,7,10.0,6.5,6.2,0.2945329608094842,True
1846,New Mexico,8632.0,20,16,6.3,12.0,4,3.0,4.9,4.8,0.6160536252174282,False
1847,New Mexico,11066.0,21,16,6.9,10.0,5,3.0,5.0,4.7,0.6800929512006196,False
1848,New Mexico,15704.0,18,15,6.5,11.0,5,6.0,5.2,4.9,0.3252345441424104,False
1849,New Mexico,9792.0,19,17,6.4,12.0,4,0.0,4.6,4.6,0.701271186440678,False
1850,New Mexico,7612.0,16,18,7.3,10.0,4,4.0,4.4,4.4,0.4463572007000862,False
1851,New Mexico,11787.0,23,15,6.1,13.0,5,7.0,5.0,5.0,0.6286380846751062,True
1852,New Mexico,10299.0,17,15,4.8,8.0,5,7.0,5.0,4.8,0.2966785187754748,False
1853,New Mexico,7347.0,14,18,7.7,14.0,3,6.0,4.0,4.5,0.2229073175477641,False
1854,New Mexico,12661.0,21,18,5.1,11.0,6,2.0,4.9,4.9,0.5957947855340623,False
1855,New Mexico,9904.0,22,17,5.2,12.0,5,5.0,5.3,5.1,0.454608938547486,False
1856,New Mexico,9628.0,17,19,6.0,12.0,6,3.0,4.4,4.4,0.216227227751586,False
1857,New Mexico,10460.0,20,16,5.7,11.0,6,1.0,5.0,4.7,0.6554044774069496,True
1858,New Mexico,6459.0,20,19,7.2,12.0,3,1.0,4.5,4.5,0.7758524315259921,True
1859,New Mexico,9305.0,18,16,6.0,12.0,5,9.0,4.6,4.6,0.537968212659169,True
1861,New York,6039.0,17,22,8.4,4.0,3,5.0,3.3,4.1,0.3314774076741877,False
1862,New York,7433.0,22,20,8.0,6.0,5,0.0,4.4,4.7,0.6801559041478202,True
1863,New York,6711.0,18,16,7.4,9.0,5,24.0,4.8,4.5,0.1591205383883584,False
1864,New York,7179.0,22,22,8.0,5.0,4,9.0,4.1,4.7,0.4720132767204776,False
1865,New York,7627.0,24,21,8.1,6.0,5,3.0,4.7,4.8,0.6358157554885924,True
1866,New York,6392.0,23,23,8.6,5.0,4,2.0,4.2,4.6,0.5357348782295929,True
1867,New York,7432.0,24,22,7.7,6.0,4,1.0,4.2,4.7,0.5877006610009443,True
1868,New York,8545.0,24,20,7.9,4.0,4,1.0,4.3,4.6,0.5562547576757169,True
1869,New York,7735.0,23,20,8.2,5.0,4,1.0,4.3,4.8,0.6050623821919038,True
1870,New York,6166.0,22,22,7.6,5.0,4,7.0,4.2,4.6,0.4660101024353077,True
1871,New York,6700.0,20,22,8.4,6.0,3,1.0,4.0,4.2,0.4071842801644051,False
1872,New York,7085.0,22,21,8.3,4.0,4,1.0,4.2,4.7,0.497693514161823,True
1873,New York,7171.0,23,22,8.3,6.0,4,1.0,4.4,4.8,0.5814115092290988,False
1874,New York,5893.0,16,22,8.6,5.0,3,3.0,3.6,4.3,0.4425034078426701,False
1875,New York,6828.0,19,23,8.1,4.0,4,8.0,4.0,4.5,0.4175861113988596,False
1876,New York,5655.0,19,21,8.6,4.0,4,0.0,4.1,4.0,0.4660678124513214,False
1877,New York,6137.0,23,22,7.5,7.0,4,2.0,4.2,4.6,0.5017645837658293,True
1878,New York,6887.0,24,20,8.1,5.0,5,0.0,4.6,4.8,0.6476583557951483,True
1879,New York,7581.0,23,20,8.7,5.0,3,0.0,4.2,4.6,0.6460622240476435,True
1880,New York,8216.0,23,22,8.1,6.0,4,1.0,4.3,4.5,0.5664443915217909,False
1882,New York,6298.0,25,25,7.9,5.0,4,1.0,4.3,4.5,0.6436099457689552,True
1883,New York,6983.0,20,21,7.7,5.0,5,3.0,3.9,4.1,0.5844964422550629,True
1884,New York,5068.0,15,18,8.0,8.0,4,21.0,3.9,4.2,0.2220343697098043,False
1885,New York,7110.0,22,22,8.0,5.0,5,0.0,4.1,4.3,0.6871137206427689,True
1886,New York,6209.0,21,20,8.4,5.0,4,1.0,4.1,4.5,0.5790261456641508,True
1887,New York,5103.0,20,23,8.8,5.0,4,7.0,3.5,4.6,0.5408073329807862,False
1888,New York,6583.0,18,21,8.1,4.0,4,11.0,3.8,4.3,0.3823293952748547,False
1889,New York,7406.0,23,20,7.4,5.0,5,0.0,4.5,4.7,0.6030566859089619,True
1890,New York,4150.0,12,19,9.7,5.0,3,8.0,3.1,3.7,0.445872841709928,False
1891,New York,3939.0,12,24,8.4,6.0,3,36.0,3.6,4.1,0.1225852779664529,False
1892,New York,7250.0,23,20,8.2,4.0,5,2.0,4.2,4.7,0.5387009992313605,False
1893,New York,7392.0,21,19,8.1,5.0,4,12.0,4.5,4.5,0.5675659579536656,True
1894,New York,6398.0,17,22,8.3,5.0,3,9.0,3.9,4.7,0.3860480967899972,False
1895,New York,6091.0,18,21,8.6,4.0,3,3.0,3.4,4.2,0.4866273418909407,False
1896,New York,5739.0,17,21,8.6,5.0,3,4.0,3.8,4.0,0.4938785234080384,False
1897,New York,7796.0,25,20,8.0,5.0,4,0.0,4.9,5.0,0.6679519665087584,True
1898,New York,7431.0,24,22,8.0,5.0,5,3.0,4.3,4.9,0.5897854691600448,True
1899,New York,6389.0,20,23,7.9,6.0,4,6.0,4.1,4.5,0.5134961439588689,False
1900,New York,4471.0,15,22,9.2,4.0,3,1.0,3.2,3.7,0.5325246867555329,False
1901,New York,4307.0,14,16,8.9,10.0,3,17.0,3.7,3.6,0.2699273982687279,False
1902,New York,6459.0,20,25,8.4,4.0,3,2.0,3.8,4.5,0.4596456321071919,False
1903,New York,5541.0,19,19,9.0,5.0,3,3.0,3.9,4.2,0.5705218063131208,False
1904,New York,4363.0,15,18,8.7,5.0,3,1.0,3.6,3.9,0.4867093616370395,False
1905,New York,6691.0,22,23,7.6,6.0,5,7.0,4.5,4.6,0.5479769300999844,True
1906,New York,4783.0,18,24,9.0,4.0,3,2.0,3.6,4.0,0.4621386302815574,False
1907,New York,6690.0,17,20,8.3,5.0,3,0.0,3.7,4.3,0.4108331328682543,False
1908,New York,6094.0,22,21,8.0,5.0,4,2.0,4.2,4.4,0.6303628262253341,True
1909,New York,6239.0,22,23,8.2,5.0,4,1.0,4.1,4.5,0.57556829817735,False
1910,New York,7782.0,24,21,8.2,6.0,3,1.0,4.2,4.6,0.5328854766474728,True
1911,New York,6660.0,21,20,8.2,5.0,4,3.0,4.1,4.7,0.6382693057300013,True
1912,New York,5652.0,15,21,9.2,5.0,3,12.0,3.5,4.0,0.4941448348175923,False
1913,New York,7978.0,24,19,8.2,6.0,4,2.0,4.6,4.4,0.5387190810171155,True
1914,New York,5948.0,21,21,8.6,5.0,4,3.0,3.9,4.5,0.5906005430442421,False
1915,New York,5153.0,17,22,8.3,5.0,3,3.0,3.5,4.4,0.2426150650486498,False
1916,New York,6073.0,18,21,8.0,6.0,3,3.0,4.0,4.4,0.3858550605625128,False
1917,New York,6689.0,21,22,8.4,5.0,4,1.0,3.9,4.2,0.4898563560377515,False
1918,New York,6537.0,25,21,8.4,5.0,4,1.0,4.2,4.6,0.5665292487028218,True
1919,New York,6853.0,23,18,8.5,5.0,4,0.0,4.3,4.6,0.5860356935188085,True
1920,New York,4221.0,13,19,9.2,6.0,3,4.0,3.3,3.7,0.3131489087297294,False
1921,New York,6046.0,23,23,8.3,5.0,4,0.0,4.3,4.6,0.7164286818908191,True
1922,New York,7690.0,19,20,8.9,8.0,3,0.0,4.0,4.5,0.5801326978787029,False
1924,North Carolina,8101.0,21,18,7.2,14.0,3,3.0,4.1,4.7,0.5349688120709482,True
1925,North Carolina,8717.0,24,20,7.8,13.0,3,1.0,4.5,5.0,0.7851354022534097,True
1926,North Carolina,9097.0,25,17,7.1,18.0,4,0.0,4.8,5.2,0.7450625411454904,False
1927,North Carolina,11631.0,25,16,7.2,13.0,4,1.0,4.7,5.0,0.4753439342504913,True
1928,North Carolina,6573.0,22,19,7.8,15.0,3,0.0,4.2,4.8,0.7241052232199318,False
1929,North Carolina,7582.0,23,19,7.9,18.0,3,0.0,4.3,4.8,0.7582998519771622,False
1930,North Carolina,10240.0,22,17,7.3,13.0,4,1.0,4.3,4.8,0.6246247387421623,True
1931,North Carolina,9957.0,25,15,7.0,13.0,4,0.0,4.7,4.9,0.3888945491594498,True
1932,North Carolina,10312.0,25,15,6.8,18.0,4,1.0,4.9,5.2,0.5650218978102189,True
